emoticon,cnt,emoji,name,group,sub_group
_call_me_hand_dark_skin_tone_,3,🤙🏿,call me hand: dark skin tone,People & Body,hand-fingers-partial
_speaker_low_volume_,3,🔈,speaker low volume,Objects,sound
_man_getting_massage_light_skin_tone_,3,💆🏻‍♂️,man getting massage: light skin tone,People & Body,person-activity
_family_man_woman_girl_,3,👨‍👩‍👧,"family: man, woman, girl",People & Body,family
_chains_,3,⛓️,chains,Objects,tool
_e-mail_,3,📧,e-mail,Objects,mail
_sponge_,3,🧽,sponge,Objects,household
_man_shrugging_medium-dark_skin_tone_,3,🤷🏾‍♂️,man shrugging: medium-dark skin tone,People & Body,person-gesture
_woman_medium_skin_tone_,3,👩🏽,woman: medium skin tone,People & Body,person
_love-you_gesture_medium_skin_tone_,3,🤟🏽,love-you gesture: medium skin tone,People & Body,hand-fingers-partial
_man_student_light_skin_tone_,3,👨🏻‍🎓,man student: light skin tone,People & Body,person-role
_eight-pointed_star_,3,✴️,eight-pointed star,Symbols,other-symbol
_man_guard_,3,💂‍♂️,man guard,People & Body,person-role
_woman_mountain_biking_,3,🚵‍♀️,woman mountain biking,People & Body,person-sport
_cut_of_meat_,3,🥩,cut of meat,Food & Drink,food-prepared
_woman_teacher_,3,👩‍🏫,woman teacher,People & Body,person-role
_t-shirt_,3,👕,t-shirt,Objects,clothing
_squid_,3,🦑,squid,Food & Drink,food-marine
_duck_,3,🦆,duck,Animals & Nature,animal-bird
_man_raising_hand_dark_skin_tone_,3,🙋🏿‍♂️,man raising hand: dark skin tone,People & Body,person-gesture
_woman_playing_handball_medium-light_skin_tone_,3,🤾🏼‍♀️,woman playing handball: medium-light skin tone,People & Body,person-sport
_boy_medium_skin_tone_,3,👦🏽,boy: medium skin tone,People & Body,person
_woman_swimming_medium-light_skin_tone_,3,🏊🏼‍♀️,woman swimming: medium-light skin tone,People & Body,person-sport
_poodle_,3,🐩,poodle,Animals & Nature,animal-mammal
_station_,3,🚉,station,Travel & Places,transport-ground
_woman_health_worker_medium-light_skin_tone_,3,👩🏼‍⚕️,woman health worker: medium-light skin tone,People & Body,person-role
_woman_pouting_light_skin_tone_,3,🙎🏻‍♀️,woman pouting: light skin tone,People & Body,person-gesture
_left_arrow_curving_right_,3,↪️,left arrow curving right,Symbols,arrow
_railway_car_,3,🚃,railway car,Travel & Places,transport-ground
_play_or_pause_button_,3,⏯️,play or pause button,Symbols,av-symbol
_stethoscope_,3,🩺,stethoscope,Objects,medical
_France_,3,🇫🇷,flag: France,Flags,country-flag
_family_man_girl_boy_,3,👨‍👧‍👦,"family: man, girl, boy",People & Body,family
_woman_surfing_,3,🏄‍♀️,woman surfing,People & Body,person-sport
_blowfish_,3,🐡,blowfish,Animals & Nature,animal-marine
_Ukraine_,3,🇺🇦,flag: Ukraine,Flags,country-flag
_chipmunk_,3,🐿️,chipmunk,Animals & Nature,animal-mammal
_triangular_flag_,3,🚩,triangular flag,Flags,flag
_anger_symbol_,3,💢,anger symbol,Smileys & Emotion,emotion
_hamster_,3,🐹,hamster,Animals & Nature,animal-mammal
_man_biking_light_skin_tone_,3,🚴🏻‍♂️,man biking: light skin tone,People & Body,person-sport
_baby_angel_light_skin_tone_,3,👼🏻,baby angel: light skin tone,People & Body,person-fantasy
_sandwich_,3,🥪,sandwich,Food & Drink,food-prepared
_transgender_symbol_,3,⚧️,transgender symbol,Symbols,gender
_old_woman_medium-light_skin_tone_,3,👵🏼,old woman: medium-light skin tone,People & Body,person
_nose_,3,👃,nose,People & Body,body-parts
_sake_,3,🍶,sake,Food & Drink,drink
_small_airplane_,3,🛩️,small airplane,Travel & Places,transport-air
_person_frowning_medium-light_skin_tone_,3,🙍🏼,person frowning: medium-light skin tone,People & Body,person-gesture
_man_detective_medium-light_skin_tone_,3,🕵🏼‍♂️,man detective: medium-light skin tone,People & Body,person-role
_backhand_index_pointing_down_medium_skin_tone_,3,👇🏽,backhand index pointing down: medium skin tone,People & Body,hand-single-finger
_man_facepalming_medium-dark_skin_tone_,3,🤦🏾‍♂️,man facepalming: medium-dark skin tone,People & Body,person-gesture
_old_man_light_skin_tone_,3,👴🏻,old man: light skin tone,People & Body,person
_man_construction_worker_,3,👷‍♂️,man construction worker,People & Body,person-role
_waxing_crescent_moon_,3,🌒,waxing crescent moon,Travel & Places,sky & weather
_funeral_urn_,3,⚱️,funeral urn,Objects,other-object
_Tokyo_tower_,3,🗼,Tokyo tower,Travel & Places,place-building
_orange_book_,3,📙,orange book,Objects,book-paper
_open_hands_light_skin_tone_,3,👐🏻,open hands: light skin tone,People & Body,hands
_videocassette_,3,📼,videocassette,Objects,light & video
_garlic_,3,🧄,garlic,Food & Drink,food-vegetable
_girl_medium_skin_tone_,3,👧🏽,girl: medium skin tone,People & Body,person
_man_cartwheeling_medium-light_skin_tone_,3,🤸🏼‍♂️,man cartwheeling: medium-light skin tone,People & Body,person-sport
_paperclip_,3,📎,paperclip,Objects,office
_peacock_,3,🦚,peacock,Animals & Nature,animal-bird
_upwards_button_,3,🔼,upwards button,Symbols,av-symbol
_couple_with_heart_man_man_,3,👨‍❤️‍👨,"couple with heart: man, man",People & Body,family
_oncoming_bus_,3,🚍,oncoming bus,Travel & Places,transport-ground
_zebra_,3,🦓,zebra,Animals & Nature,animal-mammal
_scroll_,3,📜,scroll,Objects,book-paper
_peace_symbol_,3,☮️,peace symbol,Symbols,religion
_Sudan_,3,🇸🇩,flag: Sudan,Flags,country-flag
_wavy_dash_,3,〰️,wavy dash,Symbols,punctuation
_crab_,3,🦀,crab,Food & Drink,food-marine
_crocodile_,3,🐊,crocodile,Animals & Nature,animal-reptile
_person_running_medium-light_skin_tone_,3,🏃🏼,person running: medium-light skin tone,People & Body,person-activity
_wind_chime_,3,🎐,wind chime,Activities,event
_chopsticks_,3,🥢,chopsticks,Food & Drink,dishware
_man_frowning_light_skin_tone_,3,🙍🏻‍♂️,man frowning: light skin tone,People & Body,person-gesture
_Mexico_,3,🇲🇽,flag: Mexico,Flags,country-flag
_file_folder_,3,📁,file folder,Objects,office
_ten-thirty_,3,🕥,ten-thirty,Travel & Places,time
_motorway_,3,🛣️,motorway,Travel & Places,transport-ground
_file_cabinet_,3,🗄️,file cabinet,Objects,office
_barber_pole_,3,💈,barber pole,Travel & Places,place-other
_woman_artist_light_skin_tone_,3,👩🏻‍🎨,woman artist: light skin tone,People & Body,person-role
_woman_blond_hair_,3,👱‍♀️,woman: blond hair,People & Body,person
_woman_student_light_skin_tone_,3,👩🏻‍🎓,woman student: light skin tone,People & Body,person-role
_slot_machine_,3,🎰,slot machine,Activities,game
_keycap_8_,3,8️⃣,keycap: 8,Symbols,keycap
_curly_loop_,3,➰,curly loop,Symbols,other-symbol
_sloth_,3,🦥,sloth,Animals & Nature,animal-mammal
_person_mountain_biking_,3,🚵,person mountain biking,People & Body,person-sport
_teapot_,3,🫖,teapot,Food & Drink,drink
_white_medium_square_,3,◻️,white medium square,Symbols,geometric
_nail_polish_medium_skin_tone_,3,💅🏽,nail polish: medium skin tone,People & Body,hand-prop
_ice_skate_,3,⛸️,ice skate,Activities,sport
_person_juggling_,3,🤹,person juggling,People & Body,person-sport
_ticket_,3,🎫,ticket,Activities,event
_baggage_claim_,3,🛄,baggage claim,Symbols,transport-sign
_ice_hockey_,3,🏒,ice hockey,Activities,sport
_roller_coaster_,3,🎢,roller coaster,Travel & Places,place-other
_cross_mark_button_,3,❎,cross mark button,Symbols,other-symbol
_computer_mouse_,2,🖱️,computer mouse,Objects,computer
_control_knobs_,2,🎛️,control knobs,Objects,music
_carp_streamer_,2,🎏,carp streamer,Activities,event
_woman_supervillain_,2,🦹‍♀️,woman supervillain,People & Body,person-fantasy
_Cancer_,2,♋,Cancer,Symbols,zodiac
_cinema_,2,🎦,cinema,Symbols,av-symbol
_circled_M_,2,Ⓜ️,circled M,Symbols,alphanum
_Croatia_,2,🇭🇷,flag: Croatia,Flags,country-flag
_compass_,2,🧭,compass,Travel & Places,place-map
_Aquarius_,2,♒,Aquarius,Symbols,zodiac
_Argentina_,2,🇦🇷,flag: Argentina,Flags,country-flag
_six-thirty_,2,🕡,six-thirty,Travel & Places,time
_card_file_box_,2,🗃️,card file box,Objects,office
_chess_pawn_,2,♟️,chess pawn,Activities,game
_woman_teacher_light_skin_tone_,2,👩🏻‍🏫,woman teacher: light skin tone,People & Body,person-role
_church_,2,⛪,church,Travel & Places,place-religious
_yin_yang_,2,☯️,yin yang,Symbols,religion
_COOL_button_,2,🆒,COOL button,Symbols,alphanum
_3rd_place_medal_,2,🥉,3rd place medal,Activities,award-medal
_chart_decreasing_,2,📉,chart decreasing,Objects,office
_writing_hand_medium-dark_skin_tone_,2,✍🏾,writing hand: medium-dark skin tone,People & Body,hand-prop
_China_,2,🇨🇳,flag: China,Flags,country-flag
_women_wrestling_,2,🤼‍♀️,women wrestling,People & Body,person-sport
_canned_food_,2,🥫,canned food,Food & Drink,food-prepared
_sign_of_the_horns_dark_skin_tone_,2,🤘🏿,sign of the horns: dark skin tone,People & Body,hand-fingers-partial
_closed_mailbox_with_raised_flag_,2,📫,closed mailbox with raised flag,Objects,mail
_Canada_,2,🇨🇦,flag: Canada,Flags,country-flag
_woman_vampire_,2,🧛‍♀️,woman vampire,People & Body,person-fantasy
_Colombia_,2,🇨🇴,flag: Colombia,Flags,country-flag
_camel_,2,🐪,camel,Animals & Nature,animal-mammal
_stop_sign_,2,🛑,stop sign,Travel & Places,transport-ground
_Denmark_,2,🇩🇰,flag: Denmark,Flags,country-flag
_Sagittarius_,2,♐,Sagittarius,Symbols,zodiac
_train_,2,🚆,train,Travel & Places,transport-ground
_trackball_,2,🖲️,trackball,Objects,computer
_Santa_Claus_medium-light_skin_tone_,2,🎅🏼,Santa Claus: medium-light skin tone,People & Body,person-fantasy
_baby_symbol_,2,🚼,baby symbol,Symbols,transport-sign
_Santa_Claus_light_skin_tone_,2,🎅🏻,Santa Claus: light skin tone,People & Body,person-fantasy
_toolbox_,2,🧰,toolbox,Objects,tool
_waving_hand_dark_skin_tone_,2,👋🏿,waving hand: dark skin tone,People & Body,hand-fingers-open
_Russia_,2,🇷🇺,flag: Russia,Flags,country-flag
_thermometer_,2,🌡️,thermometer,Travel & Places,sky & weather
_whale_,2,🐋,whale,Animals & Nature,animal-marine
_Oman_,2,🇴🇲,flag: Oman,Flags,country-flag
_white_medium-small_square_,2,◽,white medium-small square,Symbols,geometric
_OK_button_,2,🆗,OK button,Symbols,alphanum
_white_small_square_,2,▫️,white small square,Symbols,geometric
_baseball_,2,⚾,baseball,Activities,sport
_white_square_button_,2,🔳,white square button,Symbols,geometric
_triangular_ruler_,2,📐,triangular ruler,Objects,office
_Scorpio_,2,♏,Scorpio,Symbols,zodiac
_Scotland_,2,🏴󠁧󠁢󠁳󠁣󠁴󠁿,flag: Scotland,Flags,subdivision-flag
_axe_,2,🪓,axe,Objects,tool
_Taurus_,2,♉,Taurus,Symbols,zodiac
_vibration_mode_,2,📳,vibration mode,Symbols,av-symbol
_convenience_store_,2,🏪,convenience store,Travel & Places,place-building
_vampire_,2,🧛,vampire,People & Body,person-fantasy
_Virgo_,2,♍,Virgo,Symbols,zodiac
_Sweden_,2,🇸🇪,flag: Sweden,Flags,country-flag
_up-right_arrow_,2,↗️,up-right arrow,Symbols,arrow
_up-left_arrow_,2,↖️,up-left arrow,Symbols,arrow
_vulcan_salute_medium_skin_tone_,2,🖖🏽,vulcan salute: medium skin tone,People & Body,hand-fingers-open
_up-down_arrow_,2,↕️,up-down arrow,Symbols,arrow
_unlocked_,2,🔓,unlocked,Objects,lock
_amphora_,2,🏺,amphora,Food & Drink,dishware
_two-hump_camel_,2,🐫,two-hump camel,Animals & Nature,animal-mammal
_twelve-thirty_,2,🕧,twelve-thirty,Travel & Places,time
_ant_,2,🐜,ant,Animals & Nature,animal-bug
_Norway_,2,🇳🇴,flag: Norway,Flags,country-flag
_bento_box_,2,🍱,bento box,Food & Drink,food-asian
_butter_,2,🧈,butter,Food & Drink,food-prepared
_breast-feeding_medium-light_skin_tone_,2,🤱🏼,breast-feeding: medium-light skin tone,People & Body,person-role
_woman_kneeling_medium-light_skin_tone_,2,🧎🏼‍♀️,woman kneeling: medium-light skin tone,People & Body,person-activity
_woman_lifting_weights_,2,🏋️‍♀️,woman lifting weights,People & Body,person-sport
_breast-feeding_,2,🤱,breast-feeding,People & Body,person-role
_Israel_,2,🇮🇱,flag: Israel,Flags,country-flag
_woman_light_skin_tone_white_hair_,2,👩🏻‍🦳,"woman: light skin tone, white hair",People & Body,person
_woman_mechanic_,2,👩‍🔧,woman mechanic,People & Body,person-role
_woman_mechanic_light_skin_tone_,2,👩🏻‍🔧,woman mechanic: light skin tone,People & Body,person-role
_woman_office_worker_light_skin_tone_,2,👩🏻‍💼,woman office worker: light skin tone,People & Body,person-role
_Netherlands_,2,🇳🇱,flag: Netherlands,Flags,country-flag
_woman_office_worker_medium-light_skin_tone_,2,👩🏼‍💼,woman office worker: medium-light skin tone,People & Body,person-role
_speedboat_,2,🚤,speedboat,Travel & Places,transport-water
_Gemini_,2,♊,Gemini,Symbols,zodiac
_speaker_medium_volume_,2,🔉,speaker medium volume,Objects,sound
_building_construction_,2,🏗️,building construction,Travel & Places,place-building
_burrito_,2,🌯,burrito,Food & Drink,food-prepared
_woman_scientist_light_skin_tone_,2,👩🏻‍🔬,woman scientist: light skin tone,People & Body,person-role
_boy_medium-dark_skin_tone_,2,👦🏾,boy: medium-dark skin tone,People & Body,person
_UP!_button_,2,🆙,UP! button,Symbols,alphanum
_woman_gesturing_NO_medium-dark_skin_tone_,2,🙅🏾‍♀️,woman gesturing NO: medium-dark skin tone,People & Body,person-gesture
_Japanese_castle_,2,🏯,Japanese castle,Travel & Places,place-building
_tent_,2,⛺,tent,Travel & Places,place-other
_NEW_button_,2,🆕,NEW button,Symbols,alphanum
_woman_astronaut_,2,👩‍🚀,woman astronaut,People & Body,person-role
_black_medium-small_square_,2,◾,black medium-small square,Symbols,geometric
_black_nib_,2,✒️,black nib,Objects,writing
_woman_bowing_medium_skin_tone_,2,🙇🏽‍♀️,woman bowing: medium skin tone,People & Body,person-gesture
_Japanese_symbol_for_beginner_,2,🔰,Japanese symbol for beginner,Symbols,other-symbol
_woman_cartwheeling_medium_skin_tone_,2,🤸🏽‍♀️,woman cartwheeling: medium skin tone,People & Body,person-sport
_takeout_box_,2,🥡,takeout box,Food & Drink,food-asian
_sushi_,2,🍣,sushi,Food & Drink,food-asian
_woman_construction_worker_light_skin_tone_,2,👷🏻‍♀️,woman construction worker: light skin tone,People & Body,person-role
_woman_cook_medium-light_skin_tone_,2,👩🏼‍🍳,woman cook: medium-light skin tone,People & Body,person-role
_Japanese_prohibited_button_,2,🈲,Japanese “prohibited” button,Symbols,alphanum
_woman_elf_medium_skin_tone_,2,🧝🏽‍♀️,woman elf: medium skin tone,People & Body,person-fantasy
_woman_frowning_medium-light_skin_tone_,2,🙍🏼‍♀️,woman frowning: medium-light skin tone,People & Body,person-gesture
_shark_,2,🦈,shark,Animals & Nature,animal-marine
_right-facing_fist_medium-light_skin_tone_,2,🤜🏼,right-facing fist: medium-light skin tone,People & Body,hand-fingers-closed
_raising_hands_medium-dark_skin_tone_,2,🙌🏾,raising hands: medium-dark skin tone,People & Body,hands
_green_book_,2,📗,green book,Objects,book-paper
_eleven-thirty_,2,🕦,eleven-thirty,Travel & Places,time
_om_,2,🕉️,om,Symbols,religion
_man_surfing_,2,🏄‍♂️,man surfing,People & Body,person-sport
_linked_paperclips_,2,🖇️,linked paperclips,Objects,office
_fog_,2,🌫️,fog,Travel & Places,sky & weather
_prince_medium-light_skin_tone_,2,🤴🏼,prince: medium-light skin tone,People & Body,person-role
_person_playing_handball_,2,🤾,person playing handball,People & Body,person-sport
_left-right_arrow_,2,↔️,left-right arrow,Symbols,arrow
_princess_medium_skin_tone_,2,👸🏽,princess: medium skin tone,People & Body,person-role
_man_scientist_light_skin_tone_,2,👨🏻‍🔬,man scientist: light skin tone,People & Body,person-role
_dumpling_,2,🥟,dumpling,Food & Drink,food-asian
_man_lifting_weights_,2,🏋️‍♂️,man lifting weights,People & Body,person-sport
_downwards_button_,2,🔽,downwards button,Symbols,av-symbol
_down-left_arrow_,2,↙️,down-left arrow,Symbols,arrow
_person_biking_dark_skin_tone_,2,🚴🏿,person biking: dark skin tone,People & Body,person-sport
_door_,2,🚪,door,Objects,household
_raised_back_of_hand_medium_skin_tone_,2,🤚🏽,raised back of hand: medium skin tone,People & Body,hand-fingers-open
_raised_fist_dark_skin_tone_,2,✊🏿,raised fist: dark skin tone,People & Body,hand-fingers-closed
_nose_light_skin_tone_,2,👃🏻,nose: light skin tone,People & Body,body-parts
_man_shrugging_dark_skin_tone_,2,🤷🏿‍♂️,man shrugging: dark skin tone,People & Body,person-gesture
_raised_fist_medium-light_skin_tone_,2,✊🏼,raised fist: medium-light skin tone,People & Body,hand-fingers-closed
_man_in_lotus_position_medium_skin_tone_,2,🧘🏽‍♂️,man in lotus position: medium skin tone,People & Body,person-resting
_person_light_skin_tone_blond_hair_,2,👱🏻,"person: light skin tone, blond hair",People & Body,person
_no_bicycles_,2,🚳,no bicycles,Symbols,warning
_man_light_skin_tone_blond_hair_,2,👱🏻‍♂️,"man: light skin tone, blond hair",People & Body,person
_man_light_skin_tone_red_hair_,2,👨🏻‍🦰,"man: light skin tone, red hair",People & Body,person
_man_light_skin_tone_white_hair_,2,👨🏻‍🦳,"man: light skin tone, white hair",People & Body,person
_girl_medium-dark_skin_tone_,2,👧🏾,girl: medium-dark skin tone,People & Body,person
_part_alternation_mark_,2,〽️,part alternation mark,Symbols,other-symbol
_four-thirty_,2,🕟,four-thirty,Travel & Places,time
_pancakes_,2,🥞,pancakes,Food & Drink,food-prepared
_person_taking_bath_light_skin_tone_,2,🛀🏻,person taking bath: light skin tone,People & Body,person-resting
_person_with_skullcap_,2,👲,person with skullcap,People & Body,person-role
_man_pouting_medium-light_skin_tone_,2,🙎🏼‍♂️,man pouting: medium-light skin tone,People & Body,person-gesture
_fountain_,2,⛲,fountain,Travel & Places,place-other
_page_with_curl_,2,📃,page with curl,Objects,book-paper
_person_with_veil_medium_skin_tone_,2,👰🏽,person with veil: medium skin tone,People & Body,person-role
_girl_dark_skin_tone_,2,👧🏿,girl: dark skin tone,People & Body,person
_man_pouting_medium_skin_tone_,2,🙎🏽‍♂️,man pouting: medium skin tone,People & Body,person-gesture
_pinched_fingers_medium-light_skin_tone_,2,🤌🏼,pinched fingers: medium-light skin tone,People & Body,hand-fingers-partial
_gloves_,2,🧤,gloves,Objects,clothing
_pinched_fingers_medium_skin_tone_,2,🤌🏽,pinched fingers: medium skin tone,People & Body,hand-fingers-partial
_pinching_hand_,2,🤏,pinching hand,People & Body,hand-fingers-partial
_optical_disk_,2,💿,optical disk,Objects,computer
_open_mailbox_with_lowered_flag_,2,📭,open mailbox with lowered flag,Objects,mail
_man_office_worker_light_skin_tone_,2,👨🏻‍💼,man office worker: light skin tone,People & Body,person-role
_man_mountain_biking_,2,🚵‍♂️,man mountain biking,People & Body,person-sport
_person_running_dark_skin_tone_,2,🏃🏿,person running: dark skin tone,People & Body,person-activity
_man_mechanic_light_skin_tone_,2,👨🏻‍🔧,man mechanic: light skin tone,People & Body,person-role
_family_man_boy_,2,👨‍👦,"family: man, boy",People & Body,family
_polar_bear_,2,🐻‍❄️,polar bear,Animals & Nature,animal-mammal
_police_officer_,2,👮,police officer,People & Body,person-role
_person_biking_light_skin_tone_,2,🚴🏻,person biking: light skin tone,People & Body,person-sport
_non-potable_water_,2,🚱,non-potable water,Symbols,warning
_merman_medium_skin_tone_,2,🧜🏽‍♂️,merman: medium skin tone,People & Body,person-fantasy
_person_in_suit_levitating_,2,🕴️,person in suit levitating,People & Body,person-activity
_man_cartwheeling_dark_skin_tone_,2,🤸🏿‍♂️,man cartwheeling: dark skin tone,People & Body,person-sport
_minibus_,2,🚐,minibus,Travel & Places,transport-ground
_curling_stone_,2,🥌,curling stone,Activities,sport
_male_sign_,2,♂️,male sign,Symbols,gender
_couple_with_heart_woman_man_,2,👩‍❤️‍👨,"couple with heart: woman, man",People & Body,family
_crossed_fingers_dark_skin_tone_,2,🤞🏿,crossed fingers: dark skin tone,People & Body,hand-fingers-partial
_inbox_tray_,2,📥,inbox tray,Objects,mail
_man_dancing_medium-dark_skin_tone_,2,🕺🏾,man dancing: medium-dark skin tone,People & Body,person-activity
_person_lifting_weights_light_skin_tone_,2,🏋🏻,person lifting weights: light skin tone,People & Body,person-sport
_man_detective_light_skin_tone_,2,🕵🏻‍♂️,man detective: light skin tone,People & Body,person-role
_input_latin_lowercase_,2,🔡,input latin lowercase,Symbols,alphanum
_salt_,2,🧂,salt,Food & Drink,food-prepared
_mobile_phone_off_,2,📴,mobile phone off,Symbols,av-symbol
_sauropod_,2,🦕,sauropod,Animals & Nature,animal-reptile
_input_numbers_,2,🔢,input numbers,Symbols,alphanum
_mouse_,2,🐁,mouse,Animals & Nature,animal-mammal
_cow_face_,2,🐮,cow face,Animals & Nature,animal-mammal
_fish_cake_with_swirl_,2,🍥,fish cake with swirl,Food & Drink,food-asian
_scarf_,2,🧣,scarf,Objects,clothing
_man_supervillain_,2,🦹‍♂️,man supervillain,People & Body,person-fantasy
_currency_exchange_,2,💱,currency exchange,Symbols,currency
_name_badge_,2,📛,name badge,Symbols,other-symbol
_seat_,2,💺,seat,Travel & Places,transport-air
_large_blue_diamond_,2,🔷,large blue diamond,Symbols,geometric
_level_slider_,2,🎚️,level slider,Objects,music
_service_dog_,2,🐕‍🦺,service dog,Animals & Nature,animal-mammal
_horizontal_traffic_light_,2,🚥,horizontal traffic light,Travel & Places,transport-ground
_man_cartwheeling_light_skin_tone_,2,🤸🏻‍♂️,man cartwheeling: light skin tone,People & Body,person-sport
_cooked_rice_,2,🍚,cooked rice,Food & Drink,food-asian
_mosque_,2,🕌,mosque,Travel & Places,place-religious
_rice_ball_,2,🍙,rice ball,Food & Drink,food-asian
_kite_,2,🪁,kite,Activities,game
_dango_,2,🍡,dango,Food & Drink,food-asian
_middle_finger_medium-dark_skin_tone_,2,🖕🏾,middle finger: medium-dark skin tone,People & Body,hand-single-finger
_man_bouncing_ball_,2,⛹️‍♂️,man bouncing ball,People & Body,person-sport
_kiss_man_man_,2,👨‍❤️‍💋‍👨,"kiss: man, man",People & Body,family
_person_in_tuxedo_,2,🤵,person in tuxedo,People & Body,person-role
_kimono_,2,👘,kimono,Objects,clothing
_man_swimming_medium-light_skin_tone_,2,🏊🏼‍♂️,man swimming: medium-light skin tone,People & Body,person-sport
_rhinoceros_,2,🦏,rhinoceros,Animals & Nature,animal-mammal
_man_dark_skin_tone_,2,👨🏿,man: dark skin tone,People & Body,person
_Japanese_congratulations_button_,1,㊗️,Japanese “congratulations” button,Symbols,alphanum
_man_surfing_light_skin_tone_,1,🏄🏻‍♂️,man surfing: light skin tone,People & Body,person-sport
_man_teacher_light_skin_tone_,1,👨🏻‍🏫,man teacher: light skin tone,People & Body,person-role
_woman_health_worker_medium_skin_tone_,1,👩🏽‍⚕️,woman health worker: medium skin tone,People & Body,person-role
_left_luggage_,1,🛅,left luggage,Symbols,transport-sign
_man_with_veil_light_skin_tone_,1,👰🏻‍♂️,man with veil: light skin tone,People & Body,person-role
_woman_gesturing_OK_medium_skin_tone_,1,🙆🏽‍♀️,woman gesturing OK: medium skin tone,People & Body,person-gesture
_left-facing_fist_dark_skin_tone_,1,🤛🏿,left-facing fist: dark skin tone,People & Body,hand-fingers-closed
_woman_getting_haircut_light_skin_tone_,1,💇🏻‍♀️,woman getting haircut: light skin tone,People & Body,person-activity
_man_tipping_hand_medium_skin_tone_,1,💁🏽‍♂️,man tipping hand: medium skin tone,People & Body,person-gesture
_Japanese_acceptable_button_,1,🉑,Japanese “acceptable” button,Symbols,alphanum
_man_tipping_hand_dark_skin_tone_,1,💁🏿‍♂️,man tipping hand: dark skin tone,People & Body,person-gesture
_woman_getting_haircut_,1,💇‍♀️,woman getting haircut,People & Body,person-activity
_woman_getting_massage_medium_skin_tone_,1,💆🏽‍♀️,woman getting massage: medium skin tone,People & Body,person-activity
_man_teacher_medium-light_skin_tone_,1,👨🏼‍🏫,man teacher: medium-light skin tone,People & Body,person-role
_woman_golfing_,1,🏌️‍♀️,woman golfing,People & Body,person-sport
_Jamaica_,1,🇯🇲,flag: Jamaica,Flags,country-flag
_Japanese_application_button_,1,🈸,Japanese “application” button,Symbols,alphanum
_Japanese_bargain_button_,1,🉐,Japanese “bargain” button,Symbols,alphanum
_left-facing_fist_medium_skin_tone_,1,🤛🏽,left-facing fist: medium skin tone,People & Body,hand-fingers-closed
_man_wearing_turban_light_skin_tone_,1,👳🏻‍♂️,man wearing turban: light skin tone,People & Body,person-role
_woman_genie_,1,🧞‍♀️,woman genie,People & Body,person-fantasy
_Japanese_not_free_of_charge_button_,1,🈶,Japanese “not free of charge” button,Symbols,alphanum
_map_of_Japan_,1,🗾,map of Japan,Travel & Places,place-map
_woman_frowning_,1,🙍‍♀️,woman frowning,People & Body,person-gesture
_Japanese_reserved_button_,1,🈯,Japanese “reserved” button,Symbols,alphanum
_Japanese_secret_button_,1,㊙️,Japanese “secret” button,Symbols,alphanum
_label_,1,🏷️,label,Objects,book-paper
_Japanese_service_charge_button_,1,🈂️,Japanese “service charge” button,Symbols,alphanum
_lab_coat_,1,🥼,lab coat,Objects,clothing
_woman_cook_medium_skin_tone_,1,👩🏽‍🍳,woman cook: medium skin tone,People & Body,person-role
_woman_construction_worker_medium-light_skin_tone_,1,👷🏼‍♀️,woman construction worker: medium-light skin tone,People & Body,person-role
_kick_scooter_,1,🛴,kick scooter,Travel & Places,transport-ground
_woman_climbing_,1,🧗‍♀️,woman climbing,People & Body,person-activity
_mirror_,1,🪞,mirror,Objects,household
_keycap_9_,1,9️⃣,keycap: 9,Symbols,keycap
_Japanese_vacancy_button_,1,🈳,Japanese “vacancy” button,Symbols,alphanum
_keycap_6_,1,6️⃣,keycap: 6,Symbols,keycap
_woman_bowing_medium-dark_skin_tone_,1,🙇🏾‍♀️,woman bowing: medium-dark skin tone,People & Body,person-gesture
_keycap_5_,1,5️⃣,keycap: 5,Symbols,keycap
_Leo_,1,♌,Leo,Symbols,zodiac
_keycap_10_,1,🔟,keycap: 10,Symbols,keycap
_monorail_,1,🚝,monorail,Travel & Places,transport-ground
_woman_biking_light_skin_tone_,1,🚴🏻‍♀️,woman biking: light skin tone,People & Body,person-sport
_merman_,1,🧜‍♂️,merman,People & Body,person-fantasy
_Japanese_post_office_,1,🏣,Japanese post office,Travel & Places,place-building
_Japanese_passing_grade_button_,1,🈴,Japanese “passing grade” button,Symbols,alphanum
_Japanese_here_button_,1,🈁,Japanese “here” button,Symbols,alphanum
_woman_farmer_medium-light_skin_tone_,1,👩🏼‍🌾,woman farmer: medium-light skin tone,People & Body,person-role
_woman_farmer_light_skin_tone_,1,👩🏻‍🌾,woman farmer: light skin tone,People & Body,person-role
_woman_farmer_,1,👩‍🌾,woman farmer,People & Body,person-role
_Japanese_discount_button_,1,🈹,Japanese “discount” button,Symbols,alphanum
_latin_cross_,1,✝️,latin cross,Symbols,religion
_woman_fairy_dark_skin_tone_,1,🧚🏿‍♀️,woman fairy: dark skin tone,People & Body,person-fantasy
_Japanese_free_of_charge_button_,1,🈚,Japanese “free of charge” button,Symbols,alphanum
_woman_factory_worker_light_skin_tone_,1,👩🏻‍🏭,woman factory worker: light skin tone,People & Body,person-role
_Japanese_monthly_amount_button_,1,🈷️,Japanese “monthly amount” button,Symbols,alphanum
_menorah_,1,🕎,menorah,Symbols,religion
_Japanese_no_vacancy_button_,1,🈵,Japanese “no vacancy” button,Symbols,alphanum
